track_id,cluster_vae,true_genre,language
MT0001052263,2,-1,-1
MT0001053268,6,-1,0
MT0001053762,2,-1,-1
MT0001057748,2,-1,-1
MT0001058887,9,-1,0
MT0001062700,9,-1,0
MT0001062974,2,-1,-1
MT0001068364,2,-1,-1
MT0001069996,2,-1,-1
MT0001073553,8,-1,0
MT0001082164,2,-1,-1
MT0001084055,2,-1,-1
MT0001084444,2,-1,-1
MT0001094338,2,-1,-1
MT0001095298,4,-1,0
MT0001096019,3,-1,0
MT0001098562,2,-1,-1
MT0001101467,1,-1,0
MT0001102610,1,-1,0
MT0001104467,6,-1,0
MT0001104727,2,-1,-1
MT0001106114,7,-1,0
MT0001108070,2,-1,-1
MT0001109401,1,-1,0
MT0001115644,4,-1,0
MT0001116511,7,-1,0
MT0001117815,9,-1,0
MT0001121577,9,-1,0
MT0001126926,3,-1,0
MT0001133011,2,-1,-1
MT0001134958,6,-1,0
MT0001135075,2,-1,-1
MT0001137053,1,-1,0
MT0001141875,8,-1,0
MT0001144930,4,-1,0
MT0001152165,4,-1,0
MT0001152664,9,-1,0
MT0001153847,6,-1,0
MT0001156310,2,-1,-1
MT0001157069,7,-1,0
MT0001168323,1,-1,0
MT0001169715,7,-1,0
MT0001183783,9,-1,0
MT0001189913,6,-1,0
MT0001193202,5,-1,0
MT0001193331,5,-1,0
MT0001193971,6,-1,0
MT0001194164,9,-1,0
MT0001195535,4,-1,0
MT0001196736,3,-1,0
MT0001202986,4,-1,0
MT0001217651,1,-1,0
MT0001227219,9,-1,0
MT0001230193,7,-1,0
MT0001230298,4,-1,0
MT0001234946,2,-1,-1
MT0001236335,3,-1,0
MT0001236337,3,-1,0
MT0001236649,2,-1,-1
MT0001243097,6,-1,0
MT0001243566,2,-1,-1
MT0001253889,2,-1,-1
MT0001256033,6,-1,0
MT0001265984,7,-1,0
MT0001266436,9,-1,0
MT0001267997,4,-1,0
MT0001276044,7,-1,0
MT0001277283,6,-1,0
MT0001284282,4,-1,0
MT0001284801,9,-1,0
MT0001287647,6,-1,0
MT0001289749,2,-1,-1
MT0001292451,5,-1,0
MT0001297031,9,-1,0
MT0001298241,1,-1,0
MT0001301827,4,-1,0
MT0001302466,2,-1,-1
MT0001305231,2,-1,-1
MT0001305550,4,-1,0
MT0001308506,2,-1,-1
MT0001309422,4,-1,0
MT0001313815,4,-1,0
MT0001318718,7,-1,0
MT0001321444,3,-1,0
MT0001321861,1,-1,0
MT0001323755,1,-1,0
MT0001323890,2,-1,-1
MT0001328889,2,-1,-1
MT0001331047,4,-1,0
MT0001332899,4,-1,0
MT0001333258,2,-1,-1
MT0001335920,5,-1,0
MT0001339839,2,-1,-1
MT0001340527,2,-1,-1
MT0001340713,2,-1,-1
MT0001347462,1,-1,0
MT0001353828,5,-1,0
MT0001356476,9,-1,0
MT0001356637,4,-1,0
MT0001361436,7,-1,0
MT0001362313,6,-1,0
MT0001368531,1,-1,0
MT0001369981,4,-1,0
MT0001370627,4,-1,0
MT0001372070,1,-1,0
MT0001376988,7,-1,0
MT0001377616,6,-1,0
MT0001377742,7,-1,0
MT0001380360,5,-1,0
MT0001383277,5,-1,0
MT0001385947,7,-1,0
MT0001387574,3,-1,0
MT0001391154,2,-1,-1
MT0001393272,3,-1,0
MT0001394087,2,-1,-1
MT0001395462,9,-1,0
MT0001397431,7,-1,0
MT0001404677,4,-1,0
MT0001415729,2,-1,-1
MT0001417252,2,-1,-1
MT0001418045,2,-1,-1
MT0001419145,2,-1,-1
MT0001435061,9,-1,0
MT0001436086,4,-1,0
MT0001438043,2,-1,-1
MT0001440624,2,-1,-1
MT0001453285,4,-1,0
MT0001459810,2,-1,-1
MT0001463745,2,-1,-1
MT0001472536,2,-1,-1
MT0001473110,5,-1,0
MT0001473158,7,-1,0
MT0001474073,2,-1,-1
MT0001477169,9,-1,0
MT0001481574,3,-1,0
MT0001486960,1,-1,0
MT0001494267,2,-1,-1
MT0001494812,9,-1,0
MT0001497191,2,-1,-1
MT0001497786,4,-1,0
MT0001504929,2,-1,-1
MT0001509368,4,-1,0
MT0001509615,7,-1,0
MT0001510617,1,-1,0
MT0001511433,6,-1,0
MT0001514284,6,-1,0
MT0001515028,9,-1,0
MT0001515531,2,-1,-1
MT0001518335,4,-1,0
MT0001520918,2,-1,-1
MT0001521543,6,-1,0
MT0001522985,3,-1,0
MT0001523435,6,-1,0
MT0001526386,2,-1,-1
MT0001526514,9,-1,0
MT0001528638,7,-1,0
MT0001531856,6,-1,0
MT0001531906,1,-1,0
MT0001533920,2,-1,-1
MT0001535201,3,-1,0
MT0001542457,9,-1,0
MT0001542676,2,-1,-1
MT0001547111,1,-1,0
MT0001548914,2,-1,-1
MT0001553573,1,-1,0
MT0001554870,7,-1,0
MT0001566152,9,-1,0
MT0001568638,2,-1,-1
MT0001574245,2,-1,-1
MT0001578777,7,-1,0
MT0001583214,1,-1,0
MT0001586807,2,-1,-1
MT0001590201,6,-1,0
MT0001590644,5,-1,0
MT0001593342,2,-1,-1
MT0001594582,6,-1,0
MT0001595082,5,-1,0
MT0001598707,2,-1,-1
MT0001598710,8,-1,0
MT0001605268,2,-1,-1
MT0001607665,8,-1,0
MT0001608358,3,-1,0
MT0001608499,1,-1,0
MT0001609043,8,-1,0
MT0001609615,4,-1,0
MT0001609626,2,-1,-1
MT0001610102,6,-1,0
MT0001610914,2,-1,-1
MT0001612417,3,-1,0
MT0001613887,6,-1,0
MT0001615005,6,-1,0
MT0001615082,2,-1,-1
MT0001616074,2,-1,-1
MT0001624303,7,-1,0
MT0001634305,7,-1,0
MT0001638394,6,-1,0
MT0001639011,9,-1,0
MT0001640581,8,-1,0
MT0001641165,5,-1,0
MT0001641166,2,-1,-1
MT0001641228,2,-1,-1
MT0001641430,2,-1,-1
MT0001642019,1,-1,0
MT0001644811,9,-1,0
MT0001646256,6,-1,0
MT0001647040,8,-1,0
MT0001648703,7,-1,0
MT0001653728,9,-1,0
MT0001658982,6,-1,0
MT0001659593,8,-1,0
MT0001661022,7,-1,0
MT0001664577,8,-1,0
MT0001667621,2,-1,-1
MT0001671399,2,-1,0
MT0001673884,4,-1,0
MT0001676671,2,-1,-1
MT0001680969,2,-1,-1
MT0001696863,2,-1,-1
MT0001698737,8,-1,0
MT0001699798,6,-1,0
MT0001701648,2,-1,-1
MT0001703346,2,-1,-1
MT0001705355,2,-1,-1
MT0001710592,6,-1,0
MT0001722508,3,-1,0
MT0001729778,4,-1,0
MT0001732928,2,-1,-1
MT0001736229,2,-1,-1
MT0001738256,5,-1,0
MT0001741017,6,-1,0
MT0001742519,2,-1,-1
MT0001747053,2,-1,-1
MT0001753032,3,-1,0
MT0001753457,2,-1,-1
MT0001757676,7,-1,0
MT0001760172,2,-1,-1
MT0001765726,6,-1,0
MT0001766004,7,-1,0
MT0001768550,2,-1,-1
MT0001770136,5,-1,0
MT0001779167,9,-1,0
MT0001795697,5,-1,0
MT0001798303,2,-1,-1
MT0001801454,5,-1,0
MT0001810607,4,-1,0
MT0001829666,4,-1,0
MT0001831738,4,-1,0
MT0001832838,4,-1,0
MT0001835551,5,-1,0
MT0001839466,4,-1,0
MT0001841416,1,-1,0
MT0001844620,2,-1,-1
MT0001852290,7,-1,0
MT0001853221,2,-1,-1
MT0001855865,2,-1,-1
MT0001862892,9,-1,0
MT0001863795,2,-1,-1
MT0001863823,8,-1,0
MT0001866808,3,-1,0
MT0001868336,2,-1,-1
MT0001870847,2,-1,-1
MT0001871732,2,-1,-1
MT0001877603,2,-1,-1
MT0001879903,3,-1,0
MT0001889075,7,-1,0
MT0001889244,9,-1,0
MT0001891229,2,-1,-1
MT0001891260,4,-1,0
MT0001894368,2,-1,-1
MT0001898830,2,-1,-1
MT0001899447,9,-1,0
MT0001899867,6,-1,0
MT0001901436,3,-1,0
MT0001910188,2,-1,-1
MT0001916633,8,-1,0
MT0001916989,2,-1,-1
MT0001920501,1,-1,0
MT0001921677,3,-1,0
MT0001927015,1,-1,0
MT0001927474,6,-1,0
MT0001927746,2,-1,-1
MT0001927921,7,-1,0
MT0001929641,4,-1,0
MT0001934410,5,-1,0
MT0001934436,2,-1,-1
MT0001934726,4,-1,0
MT0001938929,5,-1,0
MT0001942272,9,-1,0
MT0001943830,7,-1,0
MT0001949173,4,-1,0
MT0001952167,2,-1,-1
MT0001954919,4,-1,0
MT0001962373,7,-1,0
MT0001963447,7,-1,0
MT0001967374,2,-1,-1
MT0001967655,7,-1,0
MT0001972380,6,-1,0
MT0001972829,6,-1,0
MT0001974130,7,-1,0
MT0001975228,2,-1,-1
MT0001978806,7,-1,0
MT0001980613,6,-1,0
MT0001982863,2,-1,-1
MT0001988811,4,-1,0
MT0001989408,2,-1,-1
MT0001992879,5,-1,0
MT0001993588,7,-1,0
MT0001993943,2,-1,-1
MT0002006203,4,-1,0
MT0002006862,7,-1,0
MT0002007417,4,-1,0
MT0002012491,2,-1,-1
MT0002014752,9,-1,0
MT0002024101,9,-1,0
MT0002024741,9,-1,0
MT0002033217,2,-1,-1
MT0002033629,2,-1,-1
MT0002034238,4,-1,0
MT0002050671,2,-1,-1
MT0002052101,4,-1,0
MT0002052918,3,-1,0
MT0002053300,2,-1,-1
MT0002054074,4,-1,0
MT0002057142,6,-1,0
MT0002059011,2,-1,-1
MT0002060109,9,-1,0
MT0002067509,8,-1,0
MT0002068648,6,-1,0
MT0002070112,2,-1,-1
MT0002070314,8,-1,0
MT0002071907,2,-1,-1
MT0002078701,1,-1,0
MT0002086401,2,-1,-1
MT0002087345,3,-1,0
MT0002087541,5,-1,0
MT0002088249,6,-1,0
MT0002099419,6,-1,0
MT0002113056,5,-1,0
MT0002119439,2,-1,-1
MT0002124238,2,-1,-1
MT0002126934,2,-1,-1
MT0002131125,6,-1,0
MT0002132088,6,-1,0
MT0002139311,4,-1,0
MT0002142155,1,-1,0
MT0002156561,2,-1,-1
MT0002161109,2,-1,-1
MT0002169629,5,-1,0
MT0002177145,5,-1,0
MT0002179342,6,-1,0
MT0002193996,1,-1,0
MT0002203952,2,-1,-1
MT0002210361,2,-1,-1
MT0002213644,8,-1,0
MT0002216668,4,-1,0
MT0002218376,2,-1,-1
MT0002219036,2,-1,-1
MT0002219182,6,-1,0
MT0002222944,5,-1,0
MT0002222957,2,-1,-1
MT0002225477,7,-1,0
MT0002233402,2,-1,-1
MT0002238737,5,-1,0
MT0002239079,5,-1,0
MT0002240771,3,-1,0
MT0002242128,2,-1,-1
MT0002249354,2,-1,-1
MT0002250135,1,-1,0
MT0002252353,5,-1,0
MT0002262181,2,-1,-1
MT0002272314,7,-1,0
MT0002277261,1,-1,0
MT0002291660,5,-1,0
MT0002294387,4,-1,0
MT0002297016,2,-1,-1
MT0002298774,7,-1,0
MT0002306900,3,-1,0
MT0002307435,9,-1,0
MT0002307493,2,-1,-1
MT0002308313,2,-1,-1
MT0002308613,2,-1,-1
MT0002316145,5,-1,0
MT0002320670,3,-1,0
MT0002323154,2,-1,-1
MT0002325544,9,-1,0
MT0002325863,2,-1,-1
MT0002327429,2,-1,-1
MT0002336535,4,-1,0
MT0002337555,7,-1,0
MT0002342346,6,-1,0
MT0002343160,8,-1,0
MT0002343207,4,-1,0
MT0002347246,1,-1,0
MT0002349114,2,-1,-1
MT0002351905,7,-1,0
MT0002355423,6,-1,0
MT0002355518,3,-1,0
MT0002358457,3,-1,0
MT0002359628,6,-1,0
MT0002360219,5,-1,0
MT0002362108,9,-1,0
MT0002366291,9,-1,0
MT0002371970,5,-1,0
MT0002372242,5,-1,0
MT0002374117,8,-1,0
MT0002379222,2,-1,-1
MT0002379942,1,-1,0
MT0002385077,2,-1,-1
MT0002388592,8,-1,0
MT0002390941,7,-1,0
MT0002391847,2,-1,-1
MT0002396250,1,-1,0
MT0002397625,9,-1,0
MT0002399275,1,-1,0
MT0002408351,2,-1,-1
MT0002415184,2,-1,-1
MT0002423836,2,-1,-1
MT0002438908,7,-1,0
MT0002448379,2,-1,-1
MT0002460914,1,-1,0
MT0002472723,4,-1,0
MT0002472801,2,-1,-1
MT0002477987,9,-1,0
MT0002479795,5,-1,0
MT0002485672,5,-1,0
MT0002500878,2,-1,-1
MT0002506076,2,-1,-1
MT0002510318,5,-1,0
MT0002515172,1,-1,0
MT0002519050,2,-1,-1
MT0002525905,2,-1,-1
MT0002532237,5,-1,0
MT0002536460,2,-1,-1
MT0002538335,1,-1,0
MT0002541988,4,-1,0
MT0002548231,2,-1,-1
MT0002549047,9,-1,0
MT0002549944,6,-1,0
MT0002573253,2,-1,-1
MT0002580064,6,-1,0
MT0002585767,4,-1,0
MT0002591418,4,-1,0
MT0002595792,9,-1,0
MT0002602057,6,-1,0
MT0002604697,4,-1,0
MT0002619035,9,-1,0
MT0002621498,7,-1,0
MT0002628272,2,-1,-1
MT0002634024,9,-1,0
MT0002638821,9,-1,0
MT0002645049,5,-1,0
MT0002653551,2,-1,-1
MT0002655864,5,-1,0
MT0002659854,1,-1,0
MT0002662293,8,-1,0
MT0002670113,2,-1,-1
MT0002672499,6,-1,0
MT0002674708,2,-1,-1
MT0002675791,9,-1,0
MT0002679562,2,-1,-1
MT0002698706,5,-1,0
MT0002698827,9,-1,0
MT0002699966,2,-1,-1
MT0002700026,6,-1,0
MT0002701422,5,-1,0
MT0002709704,6,-1,0
MT0002711792,7,-1,0
MT0002714093,1,-1,0
MT0002714805,2,-1,-1
MT0002716927,6,-1,0
MT0002737189,5,-1,0
MT0002739845,1,-1,0
MT0002749253,3,-1,0
MT0002760912,9,-1,0
MT0002761408,6,-1,0
MT0002762445,9,-1,0
MT0002771537,9,-1,0
MT0002772535,2,-1,-1
MT0002784741,7,-1,0
MT0002785740,2,-1,-1
MT0002786674,8,-1,0
MT0002794078,2,-1,-1
MT0002803746,7,-1,0
MT0002810052,5,-1,0
MT0002811975,2,-1,-1
MT0002834532,2,-1,-1
MT0002840704,1,-1,0
MT0002842988,1,-1,0
MT0002844771,6,-1,0
MT0002846256,4,-1,0
MT0002858390,1,-1,0
MT0002859848,4,-1,0
MT0002872113,8,-1,0
MT0002874481,2,-1,-1
MT0002874900,2,-1,-1
MT0002875103,1,-1,0
MT0002885173,2,-1,-1
MT0002889321,7,-1,0
MT0002894033,7,-1,0
MT0002894943,2,-1,-1
MT0002903697,5,-1,0
MT0002905185,9,-1,0
MT0002907679,4,-1,0
MT0002908894,2,-1,-1
MT0002909109,1,-1,0
MT0002909741,3,-1,0
MT0002915967,4,-1,0
MT0002920876,7,-1,0
MT0002928993,4,-1,0
MT0002939380,6,-1,0
MT0002940684,2,-1,-1
MT0002949712,7,-1,0
MT0002951872,4,-1,0
MT0002954708,7,-1,0
MT0002955901,2,-1,-1
MT0002960288,5,-1,0
MT0002960683,2,-1,-1
MT0002962258,7,-1,0
MT0002965366,2,-1,-1
MT0002969144,9,-1,0
MT0002973571,2,-1,-1
MT0002980543,7,-1,0
MT0002983378,2,-1,-1
MT0002986568,4,-1,0
MT0002999366,9,-1,0
MT0003008724,5,-1,0
MT0003012633,6,-1,0
MT0003017303,2,-1,-1
MT0003019852,4,-1,0
MT0003022328,2,-1,-1
MT0003023886,5,-1,0
MT0003025046,9,-1,0
MT0003025373,4,-1,0
MT0003025883,9,-1,0
MT0003028265,6,-1,0
MT0003037596,2,-1,-1
MT0003037754,1,-1,0
MT0003038205,3,-1,0
MT0003041246,6,-1,0
MT0003044417,6,-1,0
MT0003053135,2,-1,-1
MT0003059710,3,-1,0
MT0003067607,8,-1,0
MT0003072479,2,-1,-1
MT0003081304,6,-1,0
MT0003081888,2,-1,-1
MT0003085195,7,-1,0
MT0003085925,4,-1,0
MT0003087857,8,-1,0
MT0003094118,1,-1,0
MT0003097486,2,-1,-1
MT0003101727,2,-1,-1
MT0003102331,1,-1,0
MT0003105414,2,-1,-1
MT0003106472,7,-1,0
MT0003108238,8,-1,0
MT0003109823,4,-1,0
MT0003114552,2,-1,-1
MT0003117846,1,-1,0
MT0003119681,2,-1,-1
MT0003124476,1,-1,0
MT0003129858,2,-1,-1
MT0003131369,4,-1,0
MT0003131435,4,-1,0
MT0003136077,2,-1,-1
MT0003137690,2,-1,-1
MT0003144898,5,-1,0
MT0003146944,9,-1,0
MT0003148189,7,-1,0
MT0003149291,2,-1,-1
MT0003150748,2,-1,-1
MT0003163405,6,-1,0
MT0003170370,2,-1,-1
MT0003170390,2,-1,-1
MT0003175531,4,-1,0
MT0003175805,3,-1,0
MT0003179818,2,-1,-1
MT0003187533,2,-1,-1
MT0003189593,2,-1,-1
MT0003189890,9,-1,0
MT0003205952,3,-1,0
MT0003209662,7,-1,0
MT0003213617,4,-1,0
MT0003213835,6,-1,0
MT0003216840,6,-1,0
MT0003224500,1,-1,0
MT0003228768,4,-1,0
MT0003237550,7,-1,0
MT0003238922,2,-1,-1
MT0003243311,2,-1,-1
MT0003246728,1,-1,0
MT0003248394,5,-1,0
MT0003262589,6,-1,0
MT0003263304,1,-1,0
MT0003264792,5,-1,0
MT0003272751,2,-1,-1
MT0003272904,9,-1,0
MT0003274067,6,-1,0
MT0003280103,1,-1,0
MT0003285450,2,-1,-1
MT0003286463,7,-1,0
MT0003287170,1,-1,0
MT0003287931,4,-1,0
MT0003294608,5,-1,0
MT0003296174,2,-1,-1
MT0003299912,2,-1,-1
MT0003300388,6,-1,0
MT0003304271,6,-1,0
MT0003309945,7,-1,0
MT0003311798,2,-1,-1
MT0003315880,6,-1,0
MT0003320924,6,-1,0
MT0003326925,6,-1,0
MT0003328491,6,-1,0
MT0003329820,1,-1,0
MT0003330378,2,-1,-1
MT0003330393,2,-1,-1
MT0003336370,4,-1,0
MT0003336800,7,-1,0
MT0003337396,7,-1,0
MT0003343422,5,-1,0
MT0003344002,2,-1,-1
MT0003345751,1,-1,0
MT0003349423,2,-1,-1
MT0003352308,6,-1,0
MT0003353602,9,-1,0
MT0003353794,9,-1,0
MT0003354468,1,-1,0
MT0003361206,2,-1,-1
MT0003362542,9,-1,0
MT0003362617,9,-1,0
MT0003366948,2,-1,-1
MT0003367947,2,-1,-1
MT0003382050,2,-1,-1
MT0003389088,1,-1,0
MT0003390733,9,-1,0
MT0003396470,2,-1,-1
MT0003402178,6,-1,0
MT0003402277,3,-1,0
MT0003402538,4,-1,0
MT0003402994,5,-1,0
MT0003408163,8,-1,0
MT0003410384,2,-1,-1
MT0003420996,6,-1,0
MT0003421433,6,-1,0
MT0003424691,3,-1,0
MT0003428477,1,-1,0
MT0003431207,8,-1,0
MT0003435704,4,-1,0
MT0003440957,6,-1,0
MT0003442366,2,-1,-1
MT0003444822,1,-1,0
MT0003454112,2,-1,-1
MT0003462877,5,-1,0
MT0003473344,4,-1,0
MT0003475707,2,-1,-1
MT0003482336,5,-1,0
MT0003496132,7,-1,0
MT0003501434,5,-1,0
MT0003501456,2,-1,-1
MT0003503243,6,-1,0
MT0003504085,2,-1,-1
MT0003504525,5,-1,0
MT0003510796,5,-1,0
MT0003517837,9,-1,0
MT0003530174,2,-1,-1
MT0003536193,9,-1,0
MT0003539442,5,-1,0
MT0003542756,6,-1,0
MT0003546058,2,-1,-1
MT0003570082,9,-1,0
MT0003585530,2,-1,-1
MT0003587042,6,-1,0
MT0003594672,2,-1,-1
MT0003597979,9,-1,0
MT0003598094,2,-1,-1
MT0003601752,2,-1,-1
MT0003603497,1,-1,0
MT0003603772,1,-1,0
MT0003612742,5,-1,0
MT0003617309,9,-1,0
MT0003623420,3,-1,0
MT0003629164,6,-1,0
MT0003630870,7,-1,0
MT0003639120,2,-1,-1
MT0003649209,5,-1,0
MT0003655811,2,-1,-1
MT0003655884,4,-1,0
MT0003659365,4,-1,0
MT0003663435,6,-1,0
MT0003669917,1,-1,0
MT0003688494,2,-1,-1
MT0003691487,2,-1,-1
MT0003703624,2,-1,-1
MT0003710207,2,-1,-1
MT0003724610,2,-1,-1
MT0003728288,5,-1,0
MT0003729518,1,-1,0
MT0003732702,9,-1,0
MT0003740052,4,-1,0
MT0003741609,2,-1,-1
MT0003748227,1,-1,0
MT0003753139,2,-1,-1
MT0003759483,6,-1,0
MT0003762220,4,-1,0
MT0003762339,7,-1,0
MT0003768949,9,-1,0
MT0003770678,6,-1,0
MT0003774577,7,-1,0
MT0003778826,2,-1,-1
MT0003782002,7,-1,0
MT0003787478,2,-1,-1
MT0003788939,1,-1,0
MT0003791678,6,-1,0
MT0003792475,1,-1,0
MT0003794106,2,-1,-1
MT0003795778,9,-1,0
MT0003796752,4,-1,0
MT0003799339,2,-1,-1
MT0003807077,2,-1,-1
MT0003808089,2,-1,-1
MT0003808965,8,-1,0
MT0003816162,2,-1,-1
MT0003821577,5,-1,0
MT0003834848,2,-1,-1
MT0003837569,1,-1,0
MT0003853483,2,-1,-1
MT0003857948,2,-1,-1
MT0003859252,5,-1,0
MT0003861331,7,-1,0
MT0003863509,4,-1,0
MT0003868349,9,-1,0
MT0003868390,6,-1,0
MT0003869539,1,-1,0
MT0003872021,2,-1,-1
MT0003878494,7,-1,0
MT0003880691,1,-1,0
MT0003881997,7,-1,0
MT0003895439,2,-1,-1
MT0003898980,5,-1,0
MT0003900455,2,-1,-1
MT0003903675,1,-1,0
MT0003906833,7,-1,0
MT0003907045,6,-1,0
MT0003909053,4,-1,0
MT0003909085,2,-1,-1
MT0003909575,6,-1,0
MT0003917550,2,-1,-1
MT0003922883,4,-1,0
MT0003930610,2,-1,-1
MT0003934644,4,-1,0
MT0003935299,4,-1,0
MT0003935485,2,-1,-1
MT0003942985,2,-1,-1
MT0003949060,2,-1,-1
MT0003950978,3,-1,0
MT0003956612,2,-1,-1
MT0003957022,3,-1,0
MT0003965796,5,-1,0
MT0003968039,3,-1,0
MT0003968586,7,-1,0
MT0003970870,4,-1,0
MT0003974181,4,-1,0
MT0003979876,5,-1,0
MT0004001276,2,-1,-1
MT0004001989,9,-1,0
MT0004005104,8,-1,0
MT0004009266,8,-1,0
MT0004012938,1,-1,0
MT0004014951,3,-1,0
MT0004016308,2,-1,-1
MT0004018270,2,-1,-1
MT0004020993,4,-1,0
MT0004025604,1,-1,0
MT0004027946,2,-1,-1
MT0004028719,1,-1,0
MT0004032071,2,-1,-1
MT0004032349,3,-1,0
MT0004033010,4,-1,0
MT0004034604,2,-1,-1
MT0004036096,2,-1,-1
MT0004037272,2,-1,-1
MT0004068560,5,-1,0
MT0004071684,2,-1,-1
MT0004072079,1,-1,0
MT0004072837,2,-1,-1
MT0004073991,5,-1,0
MT0004082588,2,-1,-1
MT0004085907,7,-1,0
MT0004087145,9,-1,0
MT0004089549,2,-1,-1
MT0004091857,9,-1,0
MT0004093767,2,-1,-1
MT0004098601,5,-1,0
MT0004113262,7,-1,0
MT0004117319,4,-1,0
MT0004122617,2,-1,-1
MT0004131058,2,-1,-1
MT0004131260,7,-1,0
MT0004137658,7,-1,0
MT0004139859,2,-1,-1
MT0004141823,6,-1,0
MT0004156130,6,-1,0
MT0004157335,3,-1,0
MT0004180568,4,-1,0
MT0004183911,8,-1,0
MT0004184616,6,-1,0
MT0004186970,2,-1,-1
MT0004187531,2,-1,-1
MT0004194402,4,-1,0
MT0004197514,7,-1,0
MT0004212108,9,-1,0
MT0004219321,4,-1,0
MT0004230500,2,-1,-1
MT0004232099,6,-1,0
MT0004240748,1,-1,0
MT0004254228,7,-1,0
MT0004256890,4,-1,0
MT0004260672,2,-1,-1
MT0004262978,6,-1,0
MT0004263301,4,-1,0
MT0004263956,2,-1,-1
MT0004269670,2,-1,-1
MT0004274911,2,-1,-1
MT0004287283,1,-1,0
MT0004290389,1,-1,0
MT0004293364,5,-1,0
MT0004296158,2,-1,-1
MT0004301925,2,-1,-1
MT0004306521,4,-1,0
MT0004316859,2,-1,-1
MT0004317784,7,-1,0
MT0004331116,2,-1,-1
MT0004335339,3,-1,0
MT0004337195,4,-1,0
MT0004338270,6,-1,0
MT0004339430,2,-1,-1
MT0004342301,2,-1,-1
MT0004343785,2,-1,-1
MT0004352104,6,-1,0
MT0004352726,6,-1,0
MT0004362464,2,-1,-1
MT0004362501,4,-1,0
MT0004380082,8,-1,0
MT0004383185,2,-1,-1
MT0004392421,2,-1,-1
MT0004395306,4,-1,0
MT0004397754,7,-1,0
MT0004400843,4,-1,0
MT0004409960,2,-1,-1
MT0004414074,7,-1,0
MT0004422924,4,-1,0
MT0004425744,9,-1,0
MT0004428604,2,-1,-1
MT0004440606,5,-1,0
MT0004444570,4,-1,0
MT0004447086,7,-1,0
MT0004447226,2,-1,-1
MT0004458238,2,-1,-1
MT0004459450,7,-1,0
MT0004469135,4,-1,0
MT0004476235,9,-1,0
MT0004485367,9,-1,0
MT0004489039,5,-1,0
MT0004491170,8,-1,0
MT0004497478,1,-1,0
MT0004500770,4,-1,0
MT0004506984,1,-1,0
MT0004511265,1,-1,0
MT0004512063,7,-1,0
MT0004514306,6,-1,0
MT0004517675,3,-1,0
MT0004519452,8,-1,0
MT0004523184,2,-1,-1
MT0004525980,1,-1,0
MT0004537445,2,-1,-1
MT0004537620,2,-1,-1
MT0004540242,9,-1,0
MT0004542745,5,-1,0
MT0004548391,5,-1,0
MT0004548595,2,-1,-1
MT0004550236,2,-1,-1
MT0004550434,7,-1,0
MT0004550458,1,-1,0
MT0004551480,7,-1,0
MT0004555632,2,-1,-1
MT0004558203,6,-1,0
MT0004558461,1,-1,0
MT0004567504,2,-1,-1
MT0004584064,2,-1,-1
MT0004584067,2,-1,-1
MT0004588191,4,-1,0
MT0004593880,2,-1,-1
MT0004609722,4,-1,0
MT0004611952,2,-1,-1
MT0004625127,5,-1,0
MT0004633915,2,-1,-1
MT0004643275,2,-1,-1
MT0004644495,3,-1,0
MT0004645468,7,-1,0
MT0004660584,2,-1,-1
MT0004668394,2,-1,-1
MT0004669603,2,-1,-1
MT0004674397,7,-1,0
MT0004676134,2,-1,-1
MT0004680723,2,-1,-1
MT0004681292,2,-1,-1
MT0004683099,4,-1,0
MT0004692317,4,-1,0
MT0004692456,4,-1,0
MT0004692889,2,-1,-1
MT0004693207,2,-1,-1
MT0004699901,2,-1,-1
MT0004711079,1,-1,0
MT0004715422,2,-1,-1
MT0004725201,6,-1,0
MT0004725405,6,-1,0
MT0004731150,2,-1,-1
MT0004739956,7,-1,0
MT0004751933,2,-1,-1
MT0004754115,4,-1,0
MT0004758223,9,-1,0
MT0004759106,2,-1,-1
MT0004759588,5,-1,0
MT0004772896,9,-1,0
MT0004776502,2,-1,-1
MT0004776609,9,-1,0
MT0004781165,9,-1,0
MT0004798504,7,-1,0
MT0004798790,7,-1,0
MT0004807446,2,-1,-1
MT0004811602,7,-1,0
MT0004812565,2,-1,-1
MT0004816612,1,-1,0
MT0004817670,2,-1,-1
MT0004828213,2,-1,-1
MT0004829377,9,-1,0
MT0004833310,2,-1,-1
MT0004836526,5,-1,0
MT0004839107,2,-1,-1
MT0004840819,6,-1,0
MT0004842694,5,-1,0
MT0004844832,1,-1,0
MT0004850406,7,-1,0
MT0004850690,2,-1,-1
MT0004861138,1,-1,0
MT0004864453,7,-1,0
MT0004866559,1,-1,0
MT0004867185,7,-1,0
MT0004867564,2,-1,-1
MT0004869271,5,-1,0
MT0004872217,7,-1,0
MT0004882280,1,-1,0
MT0004883551,5,-1,0
MT0004890000,4,-1,0
MT0004894364,2,-1,-1
MT0004896738,6,-1,0
MT0004905223,8,-1,0
MT0004910983,9,-1,0
MT0004911454,2,-1,-1
MT0004920547,3,-1,0
MT0004922692,2,-1,-1
MT0004925844,6,-1,0
MT0004936799,1,-1,0
MT0004942017,2,-1,-1
MT0004943985,5,-1,0
MT0004948855,1,-1,0
MT0004956006,2,-1,-1
MT0004958762,2,-1,-1
MT0004961409,7,-1,0
MT0004961734,3,-1,0
MT0004962647,6,-1,0
MT0004963809,4,-1,0
MT0004970058,5,-1,0
MT0004978135,2,-1,-1
