track_id,cluster_pca
MT0005387539,1
MT0005389048,5
MT0005392036,5
MT0005403018,5
MT0005404111,3
MT0005404247,4
MT0005409948,3
MT0005411969,3
MT0005417719,3
MT0005422349,3
MT0005425770,5
MT0005425879,1
MT0005426130,3
MT0005431678,3
MT0005435622,2
MT0005443513,4
MT0005451258,5
MT0005451862,1
MT0005454701,5
MT0005469880,3
MT0005478759,4
MT0005479384,5
MT0005486154,1
MT0005489029,5
MT0005497233,3
MT0005508168,5
MT0005511334,5
MT0005515169,4
MT0005519111,4
MT0005520274,5
MT0005523766,3
MT0005525446,5
MT0005537590,5
MT0005538688,5
MT0005540023,1
MT0005540184,2
MT0005540907,3
MT0005550288,4
MT0005550441,5
MT0005556630,1
MT0005567133,1
MT0005568749,4
MT0005575348,1
MT0005592810,3
MT0005593407,3
MT0005595173,5
MT0005606947,5
MT0005608787,5
MT0005621435,3
MT0005623112,5
MT0005625323,3
MT0005625762,3
MT0005630273,1
MT0005638160,1
MT0005642770,1
MT0005651830,5
MT0005652563,3
MT0005655655,4
MT0005656534,3
MT0005658482,5
MT0005660001,4
MT0005666606,3
MT0005669153,3
MT0005670101,5
MT0005673020,3
MT0005674518,5
MT0005675358,4
MT0005675532,5
MT0005695311,4
MT0005696421,5
MT0005697785,5
MT0005707044,4
MT0005713768,4
MT0005715379,4
MT0005715715,4
MT0005717206,5
MT0005723257,4
MT0005725657,4
MT0005727008,5
MT0005727783,4
MT0005735527,5
MT0005737276,5
MT0005740567,4
MT0005751512,1
MT0005752234,3
MT0005756784,3
MT0005760259,3
MT0005761702,3
MT0005763004,3
MT0005774267,4
MT0005775235,3
MT0005782528,5
MT0005798527,5
MT0005802574,3
MT0005804191,4
MT0005822463,3
MT0005822671,1
MT0005826176,3
MT0005827376,4
MT0005827477,5
MT0005828366,2
MT0005830128,4
MT0005832516,5
MT0005846374,5
MT0005850999,4
MT0005860700,2
MT0005863380,4
MT0005884980,1
MT0005897799,5
MT0005912220,4
MT0005916227,4
MT0005941425,1
MT0005941732,5
MT0005944471,4
MT0005947724,5
MT0005947736,2
MT0005951020,3
MT0005959692,1
MT0005963165,4
MT0005974256,3
MT0005981667,5
MT0005987148,5
MT0005995195,2
MT0006001220,5
MT0006001707,1
MT0006005146,3
MT0006007936,3
MT0006022752,4
MT0006036535,4
MT0006037085,3
MT0006039569,5
MT0006039798,4
MT0006044445,1
MT0006051812,2
MT0006051904,5
MT0006055329,5
MT0006067841,3
MT0006070661,5
MT0006078896,1
MT0006090628,5
MT0006096934,5
MT0006107326,5
MT0006114773,1
MT0006115121,4
MT0006117018,5
MT0006129774,4
MT0006137136,2
MT0006137300,4
MT0006137372,1
MT0006153804,5
MT0006157839,3
MT0006159067,4
MT0006164654,3
MT0006169551,1
MT0006171393,4
MT0006181559,3
MT0006188933,3
MT0006196650,3
MT0006204666,5
MT0006232679,4
MT0006234138,5
MT0006239603,3
MT0006249493,5
MT0006254062,5
MT0006256204,1
MT0006263439,5
MT0006271664,5
MT0006292011,5
MT0006300381,5
MT0006314897,5
MT0006315323,5
MT0006324704,1
MT0006334050,5
MT0006348382,4
MT0006352493,5
MT0006356406,1
MT0006357085,4
MT0006357849,1
MT0006365604,1
MT0006367176,4
MT0006386327,5
MT0006391732,3
MT0006397809,3
MT0006400514,1
MT0006406298,3
MT0006409530,1
MT0006410285,4
MT0006410748,5
MT0006417602,3
MT0006421356,4
MT0006431184,3
MT0006431807,3
MT0006434833,3
MT0006459852,5
MT0006468621,5
MT0006475078,4
MT0006475970,3
MT0006482524,5
MT0006484633,1
MT0006486093,5
MT0006487252,5
MT0006487635,1
MT0006492385,4
MT0006497092,1
MT0006501280,5
MT0006510599,1
MT0006514225,4
MT0006516676,5
MT0006520567,5
MT0006522591,1
MT0006524432,5
MT0006528309,4
MT0006531857,1
MT0006534417,5
MT0006536592,4
MT0006540794,3
MT0006545202,1
MT0006552038,1
MT0006553309,1
MT0006553914,3
MT0006555035,5
MT0006559667,1
MT0006562479,5
MT0006564487,5
MT0006570517,5
MT0006573563,1
MT0006575669,5
MT0006581362,5
MT0006581441,5
MT0006587635,1
MT0006587819,4
MT0006609765,5
MT0006610139,5
MT0006612877,1
MT0006628590,5
MT0006633147,4
MT0006635536,1
MT0006640142,3
MT0006640857,5
MT0006641042,1
MT0006646428,5
MT0006650634,5
MT0006654122,4
MT0006658246,5
MT0006659841,5
MT0006662439,5
MT0006664862,5
MT0006672286,5
MT0006678796,5
MT0006683265,1
MT0006683875,4
MT0006695707,1
MT0006696329,2
MT0006696891,5
MT0006708402,3
MT0006713730,4
MT0006723128,1
MT0006737689,4
MT0006738137,5
MT0006742179,1
MT0006744781,5
MT0006746691,4
MT0006746926,5
MT0006747288,4
MT0006751087,3
MT0006751853,5
MT0006754099,5
MT0006755411,2
MT0006761058,4
MT0006761971,3
MT0006764092,5
MT0006769480,5
MT0006770955,3
MT0006771406,3
MT0006772811,5
MT0006773580,1
MT0006777027,5
MT0006778622,3
MT0006782965,5
MT0006784451,1
MT0006788512,1
MT0006790347,1
MT0006794235,5
MT0006795758,3
MT0006798861,3
MT0006800841,3
MT0006806145,1
MT0006810990,1
MT0006813360,1
MT0006814089,5
MT0006832360,1
MT0006833696,4
MT0006839715,3
MT0006843007,4
MT0006846075,4
MT0006862088,5
MT0006876450,4
MT0006877397,4
MT0006879985,3
MT0006880936,1
MT0006898523,5
MT0006903607,5
MT0006911848,2
MT0006914583,2
MT0006919273,4
MT0006919878,5
MT0006929157,3
MT0006933170,3
MT0006937715,4
MT0006939177,3
MT0006955099,2
MT0006955716,3
MT0006983241,3
MT0006991912,4
MT0006992235,5
MT0006993597,2
MT0006996768,5
MT0006999093,5
MT0007002901,5
MT0007013069,1
MT0007031334,5
MT0007037296,1
MT0007039041,5
MT0007039082,4
MT0007041751,2
MT0007043504,3
MT0007043936,5
MT0007051057,4
MT0007051188,4
MT0007053424,1
MT0007057303,3
MT0007058512,1
MT0007064420,4
MT0007067293,3
MT0007068165,5
MT0007071481,3
MT0007072562,3
MT0007072992,4
MT0007074655,1
MT0007075838,1
MT0007081433,4
MT0007087238,4
MT0007088972,5
MT0007099407,5
MT0007102148,4
MT0007102997,4
MT0007106784,4
MT0007107079,1
MT0007109938,3
MT0007113915,3
MT0007117290,3
MT0007119529,5
MT0007127869,3
MT0007132421,3
MT0007136180,3
MT0007142175,3
MT0007145736,5
MT0007147603,3
MT0007153265,5
MT0007164275,3
MT0007177899,2
MT0007186714,4
MT0007190016,1
MT0007191313,5
MT0007193184,2
MT0007199330,4
MT0007207422,5
MT0007207968,5
MT0007210245,3
MT0007232134,5
MT0007249337,5
MT0007257222,5
MT0007265208,5
MT0007267489,4
MT0007269020,1
MT0007274054,5
MT0007276457,4
MT0007277070,2
MT0007280044,4
MT0007282148,4
MT0007310068,5
MT0007328300,5
MT0007329488,3
MT0007337206,3
MT0007338724,5
MT0007340697,3
MT0007342701,5
MT0007349422,3
MT0007349999,5
MT0007350911,4
MT0007351601,5
MT0007353661,1
MT0007356476,4
MT0007372035,5
MT0007376021,5
MT0007379559,5
MT0007379700,1
MT0007384768,4
MT0007389608,5
MT0007390015,4
MT0007393408,3
MT0007396257,5
MT0007401605,1
MT0007410187,4
MT0007412399,3
MT0007412921,1
MT0007413949,1
MT0007416772,5
MT0007419064,3
MT0007421674,2
MT0007423667,1
MT0007433643,3
MT0007436293,5
MT0007438571,4
MT0007439502,5
MT0007442223,1
MT0007443823,5
MT0007451731,5
MT0007453133,5
MT0007453719,4
MT0007477802,1
MT0007493575,3
MT0007497706,5
MT0007499577,5
MT0007508173,4
MT0007522436,3
MT0007525777,4
MT0007530529,5
MT0007535042,5
MT0007550652,5
MT0007556029,4
MT0007562704,5
MT0007573212,5
MT0007583962,5
MT0007594485,5
MT0007602902,1
MT0007607008,3
MT0007610380,5
MT0007627521,1
MT0007644103,4
MT0007645808,3
MT0007652281,5
MT0007659703,3
MT0007663424,3
MT0007679931,5
MT0007696006,1
MT0007697753,5
MT0007707015,5
MT0007724694,5
MT0007728545,4
MT0007730975,4
MT0007733857,1
MT0007754554,2
MT0007757097,3
MT0007766156,4
MT0007780282,1
MT0007780572,1
MT0007785837,2
MT0007795217,1
MT0007797719,4
MT0007799675,5
MT0007799677,5
MT0007805279,3
MT0007806202,4
MT0007812490,5
MT0007816041,5
MT0007817748,2
MT0007818252,1
MT0007825188,4
MT0007828167,4
MT0007832902,4
MT0007833171,5
MT0007840454,5
MT0007841510,2
MT0007859380,3
MT0007860263,4
MT0007866540,3
MT0007868583,3
MT0007871142,5
MT0007886392,3
MT0007899221,5
MT0007906518,1
MT0007912800,4
MT0007914044,5
MT0007924549,5
MT0007926918,4
MT0007934529,5
MT0007939281,1
MT0007941864,5
MT0007959122,4
MT0007961027,5
MT0007961100,1
MT0007978643,5
MT0007983016,4
MT0007990460,2
MT0007991638,1
MT0007999856,3
MT0008007368,5
MT0008010047,5
MT0008018703,5
MT0008022729,1
MT0008029439,3
MT0008033398,5
MT0008045785,1
MT0008046899,3
MT0008068959,5
MT0008077089,5
MT0008077878,3
MT0008080519,5
MT0008084656,1
MT0008095407,5
MT0008105399,1
MT0008113039,4
MT0008120072,3
MT0008121446,3
MT0008130158,1
MT0008131425,4
MT0008137868,5
MT0008138963,4
MT0008140480,5
MT0008144346,5
MT0008147388,1
MT0008148524,5
MT0008149831,1
MT0008154135,1
MT0008166411,5
MT0008166431,3
MT0008167476,5
MT0008170600,5
MT0008184180,4
MT0008191737,2
MT0008208983,5
MT0008211502,4
MT0008222676,5
MT0008223344,5
MT0008236217,4
MT0008236389,4
MT0008237717,4
MT0008241153,4
MT0008241874,5
MT0008260235,5
MT0008267476,5
MT0008276763,4
MT0008276791,5
MT0008277765,2
MT0008279825,4
MT0008296972,1
MT0008307409,1
MT0008307905,1
MT0008308461,4
MT0008313843,4
MT0008326282,5
MT0008327012,4
MT0008328152,5
MT0008328714,5
MT0008330365,5
MT0008340316,5
MT0008342962,5
MT0008345160,3
MT0008346862,5
MT0008347586,3
MT0008350331,3
MT0008352590,4
MT0008361425,3
MT0008363189,3
MT0008363839,4
MT0008368311,1
MT0008369750,5
MT0008371251,4
MT0008375464,2
MT0008385501,1
MT0008386252,1
MT0008394478,3
MT0008397103,5
MT0008399774,5
MT0008401073,3
MT0008408635,1
MT0008411611,3
MT0008421113,1
MT0008421900,1
MT0008425062,1
MT0008425616,1
MT0008428932,1
MT0008431795,4
MT0008445371,2
MT0008449485,5
MT0008451831,5
MT0008455201,5
MT0008467210,5
MT0008468144,5
MT0008493270,3
MT0008497871,1
MT0008499614,1
MT0008503709,5
MT0008511909,3
MT0008512833,5
MT0008515901,3
MT0008518738,2
MT0008530072,1
MT0008530652,4
MT0008537015,4
MT0008548050,4
MT0008554680,1
MT0008565530,1
MT0008570712,3
MT0008573252,3
MT0008575372,5
MT0008577171,5
MT0008578405,1
MT0008592019,5
MT0008596275,5
MT0008596505,3
MT0008596537,3
MT0008602863,3
MT0008604277,1
MT0008617674,5
MT0008632122,1
MT0008635124,1
MT0008636271,1
MT0008637830,5
MT0008640627,5
MT0008641724,3
MT0008644609,5
MT0008646690,5
MT0008649724,1
MT0008652185,1
MT0008665212,5
MT0008672387,3
MT0008673460,4
MT0008675527,5
MT0008684922,5
MT0008684978,4
MT0008686594,5
MT0008688962,5
MT0008690776,4
MT0008700460,5
MT0008704299,5
MT0008709705,4
MT0008716237,5
MT0008718991,5
MT0008722511,5
MT0008733057,5
MT0008734186,1
MT0008734289,1
MT0008737859,2
MT0008740787,1
MT0008750426,3
MT0008753401,5
MT0008763007,5
MT0008776764,3
MT0008787199,5
MT0008790106,4
MT0008790360,1
MT0008791082,1
MT0008794071,1
MT0008797356,5
MT0008800327,1
MT0008806305,1
MT0008807220,5
MT0008813307,1
MT0008813309,4
MT0008819987,4
MT0008830058,2
MT0008830314,3
MT0008841966,5
MT0008847144,3
MT0008863436,1
MT0008868862,5
MT0008869963,5
MT0008882630,4
MT0008883788,4
MT0008891523,4
MT0008899266,4
MT0008905721,3
MT0008905908,4
MT0008944393,2
MT0008947804,5
MT0008949592,5
MT0008953247,3
MT0008960612,1
MT0008963540,3
MT0008964909,5
MT0008966305,3
MT0008967700,5
MT0008969183,4
MT0008972801,3
MT0008979040,5
MT0008990167,2
MT0008990300,5
MT0008999728,1
MT0008999898,1
MT0009000155,5
MT0009002136,2
MT0009005900,3
MT0009008051,1
MT0009010830,4
MT0009016829,5
MT0009021889,2
MT0009025287,1
MT0009025845,1
MT0009033072,5
MT0009041370,3
MT0009041848,3
MT0009043768,5
MT0009054976,1
MT0009075362,4
MT0009098212,5
MT0009112823,3
MT0009117202,3
MT0009123251,1
MT0009153900,4
MT0009159687,2
MT0009161421,5
MT0009164591,4
MT0009164605,3
MT0009165729,5
MT0009169626,4
MT0009172291,3
MT0009174874,1
MT0009182700,5
MT0009185069,5
MT0009188643,4
MT0009196762,5
MT0009202768,5
MT0009206381,4
MT0009208842,3
MT0009213083,3
MT0009217411,3
MT0009220462,4
MT0009233872,4
MT0009239443,1
MT0009246394,4
MT0009253118,5
MT0009253379,3
MT0009263768,4
MT0009278329,3
MT0009289348,5
MT0009293226,5
MT0009295595,5
MT0009300582,1
MT0009306792,5
MT0009311775,1
MT0009312856,3
MT0009319587,4
MT0009320357,3
MT0009321428,4
MT0009346128,3
MT0009348908,1
MT0009351469,5
MT0009354859,5
MT0009360971,3
MT0009368615,4
MT0009375581,1
MT0009377947,5
MT0009378909,3
MT0009385684,4
MT0009389504,5
MT0009390091,3
MT0009400121,3
MT0009418269,1
MT0009421924,5
MT0009425259,4
MT0009430339,1
MT0009437817,5
MT0009464817,3
MT0009469599,1
MT0009477836,2
MT0009485981,5
MT0009495280,4
MT0009495283,4
MT0009495284,4
MT0009495285,3
MT0009521580,4
MT0009533836,5
MT0009558355,5
MT0009577134,4
MT0009581924,5
MT0009601423,5
MT0009606151,5
MT0009614467,5
MT0009619048,4
MT0009619424,5
MT0009628869,5
MT0009631750,1
MT0009635389,1
MT0009635394,1
MT0009635397,1
MT0009693151,1
MT0009729892,5
MT0009740290,3
MT0009741521,1
MT0009741760,1
MT0009741773,5
MT0009741774,3
MT0009747294,5
MT0009769814,5
MT0009769816,5
MT0009781899,4
MT0009795009,1
MT0009800907,5
MT0009826820,5
MT0009844833,5
MT0009845069,5
MT0009845072,5
MT0009845270,5
MT0009845271,5
MT0009845272,5
MT0009845274,5
MT0009845275,5
MT0009845276,5
MT0009845278,5
MT0009868354,4
MT0009872131,3
MT0009897495,5
MT0009904717,4
MT0009908994,1
MT0009968194,3
MT0009976471,5
MT0009991160,5
MT0009996318,4
MT0009996319,5
MT0009996323,5
MT0010007878,1
MT0010007881,1
MT0010007882,1
MT0010049476,4
MT0010054305,4
MT0010065680,3
MT0010065686,3
MT0010076476,5
MT0010083757,4
MT0010085729,3
MT0010100277,4
MT0010100278,4
MT0010100279,3
MT0010100283,1
MT0010100285,3
MT0010100324,2
MT0010100333,3
MT0010100428,4
MT0010100429,5
MT0010161903,5
MT0010169018,5
MT0010169019,3
MT0010203716,1
MT0010236541,4
MT0010237532,5
MT0010257371,4
MT0010261584,1
MT0010261588,4
MT0010278984,4
MT0010290775,4
MT0010290785,1
MT0010290788,1
MT0010290924,5
MT0010305995,4
MT0010310891,1
MT0010310894,1
MT0010310896,1
MT0010310897,1
MT0010310898,1
MT0010310899,1
MT0010344415,3
MT0010346228,3
MT0010363782,4
MT0010368848,3
MT0010369823,1
MT0010375510,3
MT0010379209,4
MT0010390464,5
MT0010392442,4
MT0010394619,3
MT0010405928,1
MT0010415730,5
MT0010437635,5
MT0010441634,5
MT0010444469,3
MT0010463505,5
MT0010465830,5
MT0010468178,4
MT0010474345,5
MT0010475525,5
MT0010477194,1
MT0010478882,2
MT0010480965,1
MT0010481194,1
MT0010482550,3
MT0010484170,5
MT0010484291,2
MT0010485559,1
MT0010485603,5
MT0010487366,1
MT0010487702,1
MT0010487769,5
MT0010487795,5
MT0010489498,5
MT0010490157,5
MT0010492983,5
MT0010498312,5
MT0010501618,5
MT0010502078,3
MT0010502743,5
MT0010506192,4
MT0010510852,3
MT0010512527,4
MT0010518490,5
MT0010524453,1
MT0010526041,1
MT0010534904,3
MT0010543277,3
MT0010545132,3
MT0010548963,4
MT0010551970,4
MT0010552273,5
MT0010552303,3
MT0010552602,5
MT0010554175,2
MT0010554620,1
MT0010570500,3
MT0010574326,3
MT0010582452,4
MT0010585105,5
MT0010611876,4
MT0010612023,3
MT0010614368,5
MT0010615428,1
MT0010616215,3
MT0010617945,3
MT0010620026,3
MT0010623104,3
MT0010623318,2
MT0010624346,3
MT0010630017,4
MT0010634279,5
MT0010638151,5
MT0010652538,2
MT0010662602,5
MT0010665248,5
MT0010670378,4
MT0010674091,5
MT0010674530,4
MT0010674859,4
MT0010676114,3
MT0010681356,5
MT0010685188,5
MT0010687397,1
MT0010694349,1
MT0010694663,5
MT0010694754,5
MT0010695865,4
MT0010699902,2
MT0010701054,5
MT0010701929,2
MT0010702370,2
MT0010702898,4
MT0010704053,2
MT0010705334,4
MT0010706869,4
MT0010707508,5
MT0010710874,3
MT0010712910,5
MT0010715611,3
MT0010723417,2
MT0010723658,4
MT0010723756,1
MT0010724282,5
MT0010734696,5
MT0010736208,3
MT0010736281,4
MT0010739708,1
MT0010741252,5
MT0010741386,4
MT0010747096,5
MT0010751134,4
MT0010752894,5
MT0010753520,4
MT0010753736,5
MT0010754019,5
MT0010754290,4
MT0010755212,4
MT0010758927,5
MT0010765597,5
MT0010765607,5
MT0010773040,5
MT0010777106,3
MT0010778949,5
MT0010803094,5
MT0010803836,5
MT0010804974,5
MT0010810244,5
MT0010810859,5
MT0010815151,4
MT0010818060,5
MT0010823031,3
MT0010825992,5
MT0010835061,5
MT0010842738,5
MT0010849747,3
MT0010850805,4
MT0010851922,5
MT0010855214,5
MT0010855417,5
MT0010857270,1
MT0010862394,4
MT0010864096,5
MT0010883435,3
MT0010894865,1
MT0010897525,1
MT0010900969,5
MT0010902792,4
MT0010911637,5
MT0010922381,1
MT0010953323,5
MT0010956902,4
MT0010956907,5
MT0010961352,3
MT0010965655,5
MT0010967419,1
MT0010978213,1
MT0010979481,5
MT0010980499,1
MT0010983695,1
MT0010983830,1
MT0010984486,5
MT0010995725,2
MT0010998105,5
MT0011032905,5
MT0011051663,5
MT0011066228,5
MT0011069243,1
MT0011079284,5
MT0011083648,1
MT0011095825,1
MT0011104152,5
MT0011145388,3
MT0011157091,5
MT0011158114,5
MT0011162069,4
MT0011173257,5
MT0011176903,5
MT0011191619,5
MT0011204639,4
MT0011230792,5
MT0011250965,5
MT0011252339,5
MT0011252708,3
MT0011259078,5
MT0011271960,2
MT0011292112,3
MT0011302120,4
MT0011308097,1
MT0011322528,1
MT0011327325,5
MT0011328325,5
MT0011332604,4
MT0011342337,4
MT0011348776,3
MT0011353873,1
MT0011354857,5
MT0011354952,5
MT0011356991,5
MT0011358600,3
MT0011361934,1
MT0011369407,1
MT0011372756,5
MT0011374266,3
MT0011374342,3
MT0011376343,3
MT0011378875,1
MT0011380622,5
MT0011387901,3
MT0011391187,4
MT0011391356,3
MT0011393132,5
MT0011395375,4
MT0011398970,1
MT0011403548,3
MT0011405787,3
MT0011411969,1
MT0011413068,5
MT0011414270,2
MT0011426003,3
MT0011438643,3
MT0011440705,5
MT0011447062,5
MT0011448384,5
MT0011448773,3
MT0011451296,4
MT0011458668,5
MT0011465608,5
MT0011487003,4
MT0011489804,5
MT0011503204,3
MT0011510700,4
MT0011558921,3
MT0011560587,5
MT0011564855,5
MT0011574534,5
MT0011575842,5
MT0011575852,5
MT0011580209,2
MT0011581506,5
MT0011594132,2
MT0011594970,4
MT0011612883,5
MT0011624716,2
MT0011628266,5
MT0011630078,3
MT0011650689,4
MT0011659985,4
MT0011667212,5
MT0011677264,1
MT0011697297,5
MT0011701692,5
MT0011702301,5
MT0011707340,5
MT0011709169,5
MT0011711263,5
MT0011711878,4
MT0011712337,1
MT0011715190,5
MT0011716005,4
MT0011718667,5
MT0011724911,5
MT0011724999,5
MT0011739779,4
MT0011741035,1
MT0011755407,5
MT0011767762,4
MT0011772341,4
MT0011776369,3
MT0011785029,5
MT0011786799,5
MT0011797446,5
MT0011800641,4
MT0011808566,3
MT0011809659,4
MT0011815949,2
MT0011818239,4
MT0011821215,4
MT0011827018,1
MT0011836087,5
MT0011836290,5
MT0011842354,4
MT0011847514,3
MT0011851412,2
MT0011861922,4
MT0011862487,4
MT0011869625,3
MT0011870505,3
MT0011873776,2
MT0011876383,5
MT0011878109,4
MT0011879943,1
MT0011881944,4
MT0011886148,5
MT0011886864,4
MT0011894681,3
MT0011895175,5
MT0011895910,3
MT0011896804,3
MT0011897338,2
MT0011899302,5
MT0011903519,5
MT0011904586,2
MT0011906602,5
MT0011908274,4
MT0011908732,2
MT0011909571,3
MT0011910522,4
MT0011912059,5
MT0011914836,4
MT0011916674,3
MT0011916784,5
MT0011919136,5
MT0011920419,3
MT0011921060,1
MT0011922080,5
MT0011922905,3
MT0011924283,4
MT0011924316,1
MT0011924930,3
MT0011928183,4
MT0011929096,4
MT0011930865,5
MT0011933875,4
MT0011937155,1
MT0011937271,4
MT0011938737,5
MT0011940781,1
MT0011943335,1
MT0011943549,3
MT0011944405,1
MT0011945627,2
MT0011945841,1
MT0011946105,2
MT0011950450,1
MT0011953228,5
MT0011953631,5
MT0011956397,2
MT0011957429,4
MT0011959819,1
MT0011960348,5
MT0011961925,4
MT0011963777,1
MT0011966998,5
MT0011968204,5
MT0011969592,5
MT0011971415,5
MT0011974870,5
MT0011975274,3
MT0011982393,1
MT0011991382,1
MT0011996860,5
MT0011997914,5
MT0011999773,4
MT0012000832,1
MT0012001409,3
MT0012001684,4
MT0012004661,5
MT0012004909,3
MT0012004929,4
MT0012005920,4
MT0012008752,5
MT0012009054,1
MT0012009606,5
MT0012011991,3
MT0012013969,4
MT0012014382,3
MT0012016955,3
MT0012017035,1
MT0012020062,5
MT0012023721,3
MT0012025242,5
MT0012025969,5
MT0012027536,5
MT0012028572,3
MT0012030545,3
MT0012030591,4
MT0012030863,3
MT0012031327,3
MT0012033786,3
MT0012034242,4
MT0012034674,3
MT0012035583,4
MT0012036571,5
MT0012041920,3
MT0012061041,5
MT0012067911,4
MT0012070590,2
MT0012073768,5
MT0012091487,5
MT0012096485,5
MT0012100576,3
MT0012102419,2
MT0012112600,5
MT0012116237,1
MT0012122028,1
MT0012124855,5
MT0012151268,5
MT0012159808,4
MT0012160452,2
MT0012167461,2
MT0012168258,2
MT0012168286,1
MT0012195806,5
MT0012198225,5
MT0012202513,5
MT0012222183,5
MT0012240177,5
MT0012247942,5
MT0012259307,5
MT0012261257,5
MT0012276467,5
MT0012292188,5
MT0012307428,2
MT0012312232,5
MT0012317309,4
MT0012330276,4
MT0012330796,5
MT0012331779,5
MT0012333553,5
MT0012333749,5
MT0012333771,5
MT0012334245,4
MT0012337307,5
MT0012383717,5
MT0012396528,3
MT0012398546,3
MT0012408058,5
MT0012416069,5
MT0012417408,5
MT0012430736,4
MT0012435395,2
MT0012435412,5
MT0012438211,1
MT0012451751,2
MT0012454159,5
MT0012454284,5
MT0012455611,4
MT0012459878,4
MT0012468115,2
MT0012477572,2
MT0012481933,5
MT0012494520,2
MT0012505137,3
MT0012509093,4
MT0012510592,2
MT0012521149,4
MT0012532120,5
MT0012534566,5
MT0012591057,5
MT0012600718,5
MT0012601428,5
MT0012615075,5
MT0012619690,3
MT0012634038,1
MT0012637285,4
MT0012639323,1
MT0012644193,2
MT0012645597,4
MT0012648496,5
MT0012649676,3
MT0012658386,4
MT0012658636,5
MT0012666474,4
MT0012675695,5
MT0012677096,5
MT0012678840,5
MT0012682565,5
MT0012697686,4
MT0012698055,3
MT0012700338,5
MT0012738934,3
MT0012740185,4
MT0012742379,5
MT0012745818,5
MT0012766840,5
MT0012773883,4
MT0012777233,4
MT0012794033,5
MT0012798988,5
MT0012809291,2
MT0012811141,4
MT0012823048,4
MT0012840331,5
MT0012844418,4
MT0012846850,5
MT0012854734,4
MT0012855159,1
MT0012862507,4
MT0012863101,3
MT0012865192,3
MT0012869295,5
MT0012888230,5
MT0012893353,5
MT0012895822,3
MT0012900592,3
MT0012909507,1
MT0012914763,3
MT0012924767,5
MT0012930833,3
MT0012932812,5
MT0012933678,4
MT0012941049,5
MT0012956323,5
MT0012976100,3
MT0012988776,4
MT0013003902,4
MT0013027205,5
MT0013044535,5
MT0013056573,4
MT0013056830,4
MT0013058008,1
MT0013063104,2
MT0013064857,4
MT0013070871,4
MT0013075504,5
MT0013078262,5
MT0013080259,5
MT0013087767,1
MT0013095380,5
MT0013101577,4
MT0013104929,4
MT0013105517,2
MT0013115311,1
MT0013145806,5
MT0013148928,1
MT0013151367,5
MT0013156036,3
MT0013161246,4
MT0013166908,5
MT0013173557,5
MT0013176970,3
MT0013177702,3
MT0013184611,3
MT0013186132,3
MT0013193016,4
MT0013198028,5
MT0013201347,3
MT0013208607,5
MT0013209458,4
MT0013216725,3
MT0013219857,4
MT0013228223,4
MT0013235939,5
MT0013236693,4
MT0013244644,5
MT0013260233,4
MT0013275745,5
MT0013280170,3
MT0013282123,5
MT0013283837,4
MT0013289749,3
MT0013299412,5
MT0013305470,5
MT0013305827,4
MT0013313448,5
MT0013328261,4
MT0013349760,4
MT0013350034,3
MT0013366460,5
MT0013386240,5
MT0013389935,5
MT0013401931,5
MT0013411556,4
MT0013416300,4
MT0013417325,5
MT0013418800,3
MT0013425007,2
MT0013427388,3
MT0013429054,5
MT0013430944,2
MT0013458428,4
MT0013464231,4
MT0013477850,5
MT0013486354,5
MT0013504689,5
MT0013524535,3
MT0013577074,5
MT0013583287,3
MT0013590244,4
MT0013602925,1
MT0013610517,5
MT0013610638,1
MT0013612461,3
MT0013613711,1
MT0013616609,3
MT0013621344,5
MT0013633209,5
MT0013637631,4
MT0013649307,4
MT0013652136,5
MT0013658337,3
MT0013666337,2
MT0013667097,5
MT0013673733,5
MT0013676763,1
MT0013678986,3
MT0013693326,4
MT0013726148,5
MT0013732158,5
MT0013743441,1
MT0013746403,4
MT0013747898,5
MT0013751364,3
MT0013752990,1
MT0013758625,3
MT0013764945,4
MT0013790748,5
MT0013795989,3
MT0013800071,4
MT0013803861,5
MT0013805035,2
MT0013809129,5
MT0013809208,4
MT0013820793,5
MT0013822237,5
MT0013824918,5
MT0013833732,4
MT0013868618,4
MT0013881862,1
MT0013885218,5
MT0013900095,3
MT0013901316,5
MT0013904850,5
MT0013906090,3
MT0013914319,5
MT0013915372,2
MT0013921881,1
MT0013923586,3
MT0013924254,3
MT0013929650,3
MT0013930651,3
MT0013940832,0
MT0013955066,4
MT0013960578,3
MT0013979875,3
MT0013999544,5
MT0014005525,3
MT0014046859,5
MT0014050974,5
MT0014062404,5
MT0014082915,4
MT0014084173,5
MT0014084256,5
MT0014097994,2
MT0014116864,3
MT0014118699,4
MT0014121590,1
MT0014127375,5
MT0014134790,5
MT0014135173,1
MT0014157389,5
MT0014173367,5
MT0014192089,2
MT0014192212,5
MT0014204470,5
MT0014209882,3
MT0014215479,4
MT0014439055,4
MT0014443758,5
MT0014444602,5
MT0014445318,5
MT0014472963,1
MT0014475915,5
MT0014489361,5
MT0014489482,5
MT0014498396,4
MT0014507179,5
MT0014544554,5
MT0014550042,5
MT0014553025,4
MT0014553172,4
MT0014554353,3
MT0014555701,3
MT0014576739,5
MT0014581361,1
MT0014581911,5
MT0014584319,4
MT0014584473,3
MT0014586720,3
MT0014594482,1
MT0014597919,5
MT0014612093,3
MT0014615863,3
MT0014619583,3
MT0014624309,4
MT0014650353,3
MT0014650360,3
MT0014656064,5
MT0014664637,1
MT0014665667,4
MT0014665693,4
